ID,SCG Bibtex,Paper Year,Type,Type,# Pages,Title,First Author,Second Author,Third Author,Fourth Author,Fifth Author,Sixth Author,Seven Author,Eighth Author,Nineth Author,Tenth Author,Eleventh Author,Twelfth Author,# Authors,1,2,3,4,5,6,7,8,9,10,Year,Venue,Description,Location,Date
185,Holt05a,2005,Paper,Technique,6,Visual Realism for the Visualization of Software Metrics,"Holten, D.","Vliegen, R.","van Wijk, J.J.",,,,,,,,,,3,2,1,4,0,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
186,Duca05a,2005,Paper,Technique,6,Multi-level Method Understanding Using Microprints ,"Ducasse, S.","Lanza, M.","Robbes, R.",,,,,,,,,,3,4,18,2,0,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
187,Mesn05a,2005,Paper,System,6,White Coats: Web-Visualization of Evolving Software in 3D,"Mesnage, C.","Lanza, M.",,,,,,,,,,,2,1,18,0,0,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
188,Damb05a,2005,Paper,Technique,6,Fractal Figures: Visualizing Development Effort for CVS Entities ,"D'Ambros, M.","Lanza, M.","Gall, H.",,,,,,,,,,3,3,18,3,0,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
189,Tele05a,2005,Paper,Technique,6,Interactive Visual Mechanisms for Exploring Source Code Evolution,"Telea, A.","Voinea, L.",,,,,,,,,,,2,15,9,0,0,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
190,Reis05b,2005,Paper,Commentary,5,The Paradox of Software Visualization,"Reiss, S.P.",,,,,,,,,,,,1,8,0,0,0,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
191,Scha05a,2005,Paper,Commentary,6,Towards More Flexibility in Software Visualization Tools,"Schafer, T.","Mezini, M.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
192,Cox05b,2005,Paper,Formalism,6,User Perspectives on a Visual Aid to Program Comprehension ,"Cox, A.","Fisher, M.","Muzzerall, J.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
193,Gall05a,2005,Paper,Taxonomy,6,A Framework for Software Architecture Visualisation Assessment ,"Gallagher, K.","Hatch, A.","Munro, M.",,,,,,,,,,3,1,1,5,0,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
194,Falk05a,2005,Paper,Technique,6,The Dominance Tree in Visualizing Software Dependencies,"Falke, R.","Klein, R.","Koschke, R.","Quante, J.",,,,,,,,,4,1,1,2,1,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
195,Balz05b,2005,Paper,Technique,6,Exploring Relations within Software Systems Using Treemap Enhanced Hierarchical Graphs,"Balzer, M. ","Deussen, O.",,,,,,,,,,,2,1,2,0,0,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
196,Lung05a,2005,Paper,System,6,Interactive Exploration of Semantic Clusters,"Lungu, M.","Kuhn, A.","Gîrba, T.","Lanza, M.",,,,,,,,,4,4,3,5,18,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
197,Xinr05a,2005,Paper,Technique,6,Support for Static Concept Location with sv3D,"Xie, X.","Poshyvanyk, D.","Marcus, A.",,,,,,,,,,3,1,1,6,0,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
198,Smit05a,2005,Paper,Commentary,6,Identifying Structural Features of Java Programs by Analysing the Interaction of Classes at Runtime,"Smith, M.P.","Munro, M.",,,,,,,,,,,2,1,5,0,0,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
199,Gree05a,2005,Paper,Technique,6,Visualizing Feature Interaction in 3-D,"Greevy, O.","Lanza, M.","Wysseier, C.",,,,,,,,,,3,4,18,2,0,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
200,Clea05a,2005,Tool,N/A,2,A Combined Software Reconnaissance &amp; Static Analysis Eclipse Visualisation Plug-in ,"Cleary, B. ","Le Gear, A.","Exton, C.","Buckley, J.",,,,,,,,,4,1,1,1,1,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
201,Rill05a,2005,Tool,N/A,2,Applying Code Analysis and 3D Design Pattern Grouping to Facilitate Program Comprehension,"Rilling, J.","Nguyen, V.-L.",,,,,,,,,,,2,5,1,0,0,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
202,Wilh05a,2005,Tool,N/A,2,Dependency Viewer - A Tool for Visualizing Package Design Quality Metrics ,"Wilhelm, M.","Diehl, S.",,,,,,,,,,,2,1,8,0,0,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
203,Burc05b,2005,Tool,N/A,2,EPOSee - A Tool For Visualizing Software Evolution,"Burch, M.","Diehl, S.","Weissgerber, P.",,,,,,,,,,3,3,8,2,0,0,0,0,0,0,0,2005,VISSOFT,3rdIEEE International Workshop onVisualizing Software for Understanding and Analysis ," Budapest, Hungary",25-Sep-05
204,Kien07a,2007,Paper,Taxonomy,8,Requirements of Software Visualization Tools: A Literature Survey,"Kienle, H.M.","Muller, H.A.",,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
205,Rill07a,2007,Paper,Formalism,8,Software Visualization - A Process Perspective,"Rilling, J.","Meng, W.J.",Fuzhi Chen,"Charland, P.",,,,,,,,,4,5,1,1,1,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
206,Parn07a,2007,Paper,Formalism,8,Design Guidelines for Ambient Software Visualization in the Workplace,"Parnin, C.","Görg, C.",,,,,,,,,,,2,4,5,0,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
207,Sens07a,2007,Paper,Formalism,4,Visualizing Object Oriented Software: Towards a Point of Reference for Developing Tools for Industry ,"Sensalire, M.","Ogao, P.",,,,,,,,,,,2,3,3,0,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
208,More07a,2007,Paper,Design Study,8,Visualizing Dynamic Memory Allocations,"Moreta, S.","Telea, A.",,,,,,,,,,,2,1,15,0,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
209,Deel07a,2007,Paper,System,8,Visualization of Dynamic Program Aspects,"Deelen, P.","van Ham, F.",Cornells Huizing,"van de Wetering, H.",,,,,,,,,4,1,1,1,1,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
210,Holt07a,2007,Paper,Technique,8,Trace Visualization Using Hierarchical Edge Bundles and Massive Sequence Views,"Holten, D.","Cornelissen, B.","van Wijk, J.J.",,,,,,,,,,3,2,1,4,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
211,Cosm07a,2007,Paper,System,8,Distributable Features View: Visualizing the Structural Characteristics of Distributed Software Systems ,"Cosma, D.C.","Marinescu, R.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
212,Bohn07a,2007,Paper,System,4,Facilitating Exploration of Unfamiliar Source Code by Providing 21/2D Visualizations of Dynamic Call Graphs,"Bohnet, J.","Döllner, J.",,,,,,,,,,,2,6,9,0,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
213,Lien07a,2007,Paper,Formalism,4,Rapid Prototyping of Visualizations using Mondrian,"Lienhard, A.","Kuhn, A.","Greevy, O.",,,,,,,,,,3,2,3,4,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
214,Bocc07a,2007,Paper,Technique,8,CocoViz: Towards Cognitive Software Visualizations,"Boccuzzo, S.","Gall, H.",,,,,,,,,,,2,1,3,0,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
215,Kagd07a,2007,Paper,Technique,8,Onion Graphs for Focus+Context Views of UML Class Diagrams,"Kagdi, H.","Maletic, J.I.",,,,,,,,,,,2,1,8,0,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
216,Padd07a,2007,Paper,Technique,4,Visualization Patterns: A Context-Sensitive Tool to Evaluate Visualization Techniques ,"Padda, H.","Seffah, A.","Mudur, S.",,,,,,,,,,3,1,2,2,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
217,Wett07a,2007,Paper,Technique,8,Visualizing Software Systems as Cities,"Wettel, R.","Lanza, M.",,,,,,,,,,,2,2,18,0,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
218,Holm07a,2007,Paper,System,8,Task-specific source code dependency investigation,"Holmes, R.","Walker, R.J.",,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
219,Eick07a,2007,Paper,Formalism,4,Software Visualization in the Context of Service-Oriented Architectures,"Eicker, S.","Spies, T.","Kahl, C.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
220,Damb07a,2007,Paper,System,8,"""A Bug's Life"" Visualizing a Bug Database","D'Ambros, M.","Lanza, M.","Pinzger, M.",,,,,,,,,,3,3,18,3,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
221,Sawa07a,2007,Paper,Technique,8,DiffArchViz: A Tool to Visualize Correspondence Between Multiple Representations of a Software Architecture ,"Sawant, A.P.",,,,,,,,,,,,1,2,0,0,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
222,Hind07a,2007,Paper,System,8,YARN: Animating Software Evolution,"Hindle, A.",Zhen Ming Jiang,"Koleilat, W.","Godfrey, M.W.","Holt, R.C.",,,,,,,,5,1,1,1,1,2,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
223,Ripl07a,2007,Paper,Design Study,8,A Visualization for Software Project Awareness and Evolution ,"Ripley, R.M.","Sarma, A.","van der Hoek, Andre",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
224,Bohn07b,2007,Paper,System,4,Evolutional Insights from UML and Source Code Versions using Information Visualization and Visual Analysis ,"Bohner, S.A.","Gracanin, D.","Henry, T.","Matkovic, K.",,,,,,,,,4,1,1,1,1,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
225,Roth07a,2007,Tool,N/A,2,Feature-centric Environment,"Rothlisberger, D.","Greevy, O.","Lienhard, A.",,,,,,,,,,3,1,4,2,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
226,Hamo07a,2007,Tool,N/A,2,Effective Exploration and Visualization of Large Execution Traces,"Hamou-Lhadj, A.",,,,,,,,,,,,1,2,0,0,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
227,Sawa07b,2007,Tool,N/A,2,SoftArchViz: A Software Architecture Visualization Tool,"Sawant, A.P.","Bali, N.",,,,,,,,,,,2,2,1,0,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
228,Voin07a,2007,Tool,N/A,2,Visualizing Debugging Activity in Source Code Repositories,"Voinea, L.","Telea, A.",,,,,,,,,,,2,9,15,0,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
229,Kien07b,2007,Challenge,N/A,2,Dependencies Analysis of Azureus with Rigi: Tool Demo Challenge,"Kienle, H.M.","Muller, H.A.","Martin, J.",,,,,,,,,,3,2,2,1,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
230,Bohn07c,2007,Challenge,N/A,2,CGA Call Graph Analyzer - Locating and Understanding Functionality within the Gnu Compiler Collection's Million Lines of Code ,"Bohnet, J.","Döllner, J.",,,,,,,,,,,2,6,9,0,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
231,Lang07a,2007,Challenge,N/A,2,Visual Analysis of Azureus using VERSO,"Langelier, G.","Dhambri, K.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2007,VISSOFT,4th IEEE International Workshop on Visualizing Software for Understanding and Analysis,"Banff, Canada",25-26 June 2007
232,Park09a,2009,Full Paper,Commentary,8,Beyond pretty pictures: Examining the benefits of code visualization for Open Source newcomers,Yunrim Park,"Jensen, C.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2009,VISSOFT,5th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Edmonton, Alberta, Canada","September 25, 2009"
233,Shar09a,2009,Full Paper,Evaluation,8,The effect of layout on the comprehension of UML class diagrams: A controlled experiment,"Sharif, B.","Maletic, J.I.",,,,,,,,,,,2,2,8,0,0,0,0,0,0,0,0,2009,VISSOFT,5th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Edmonton, Alberta, Canada","September 25, 2009"
234,Sens09a,2009,Full Paper,Commentary,8,Evaluation of software visualization tools: Lessons learned,"Sensalire, M.","Ogao, P.","Telea, A.",,,,,,,,,,3,3,3,15,0,0,0,0,0,0,0,2009,VISSOFT,5th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Edmonton, Alberta, Canada","September 25, 2009"
235,Cott09a,2009,Short paper,System,4,Compare and contrast: Visual exploration of source code examples ,"Cottrell, R.","Goyette, B.","Holmes, R.","Walker, R.J.","Denzinger, J.",,,,,,,,5,1,1,2,2,1,0,0,0,0,0,2009,VISSOFT,5th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Edmonton, Alberta, Canada","September 25, 2009"
236,More09a,2009,Short paper,Technique,4,Visualizing Calling Context profiles with Ring Charts ,"Moret, P.","Binder, W.","Ansaloni, D.","Villazon, A.",,,,,,,,,4,1,1,1,1,0,0,0,0,0,0,2009,VISSOFT,5th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Edmonton, Alberta, Canada","September 25, 2009"
237,Oliv09a,2009,Short paper,Formalism,4,Visualization of domain-specific programs' behavior,"Oliveira, N.","Pereira, M.J.V.","Henriques, P.R.","da Cruz, D.",,,,,,,,,4,1,1,1,1,0,0,0,0,0,0,2009,VISSOFT,5th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Edmonton, Alberta, Canada","September 25, 2009"
238,Hass09a,2009,Short paper,Formalism,4,Generating visualization-based analysis scenarios from maintenance task descriptions,"Hassaine, S.","Dhambri, K. ","Sahraoui, H.","Poulin, P.",,,,,,,,,4,1,1,5,2,0,0,0,0,0,0,2009,VISSOFT,5th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Edmonton, Alberta, Canada","September 25, 2009"
239,Voig09a,2009,Tool,Technique,4,Enhancing structural views of software systems by dynamic information ,"Voigt, S.","Bohnet, J.","Döllner, J.",,,,,,,,,,3,1,6,9,0,0,0,0,0,0,0,2009,VISSOFT,5th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Edmonton, Alberta, Canada","September 25, 2009"
240,Mont09a,2009,Tool,System,4,Sv3D meets Eclipse,"Montano, D.","Aponte, J.","Marcus, A.",,,,,,,,,,3,1,2,6,0,0,0,0,0,0,0,2009,VISSOFT,5th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Edmonton, Alberta, Canada","September 25, 2009"
241,Bohn09a,2009,Full Paper,Technique,8,Visualizing massively pruned execution traces to facilitate trace exploration,"Bohnet, J.","Koeleman, M.","Döllner, J.",,,,,,,,,,3,6,1,9,0,0,0,0,0,0,0,2009,VISSOFT,5th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Edmonton, Alberta, Canada","September 25, 2009"
242,Tele09a,2009,Full Paper,Design Study,8,Case study: Visual analytics in software product assessments,"Telea, A.","Voinea, L.",,,,,,,,,,,2,15,9,0,0,0,0,0,0,0,0,2009,VISSOFT,5th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Edmonton, Alberta, Canada","September 25, 2009"
243,Reis09a,2009,Full Paper,Technique,8,Visualizing the Java heap to detect memory problems ,"Reiss, S.P.",,,,,,,,,,,,1,8,0,0,0,0,0,0,0,0,0,2009,VISSOFT,5th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Edmonton, Alberta, Canada","September 25, 2009"
244,Tele09b,2009,Full Paper,Evaluation,8,Extraction and visualization of call dependencies for large C/C++ code bases: A comparative study,"Telea, A.","Hoogendorp, H.","Ersoy, O.","Reniers, D.",,,,,,,,,4,15,1,1,2,0,0,0,0,0,0,2009,VISSOFT,5th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Edmonton, Alberta, Canada","September 25, 2009"
245,Erde11a,2011,Paper,System,8,E-Quality: A graph based object oriented software quality visualization tool,"Erdemir, U.","Tekin, U.","Buzluca, F.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2011,VISSOFT,6th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Williamsburg, Virginia, USA","September 29-30, 2011 "
246,Neu11a,2011,Paper,System,8,Telling stories about GNOME with Complicity,"Neu, S.","Lanza, M.","Hattori, L.","D'Ambros, M.",,,,,,,,,4,1,18,1,3,0,0,0,0,0,0,2011,VISSOFT,6th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Williamsburg, Virginia, USA","September 29-30, 2011 "
247,Imro11a,2011,Paper,System,8,Abstract visualization of runtime memory behavior,"Choudhury, A.N.M.I.","Rosen, P.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2011,VISSOFT,6th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Williamsburg, Virginia, USA","September 29-30, 2011"
248,Case11a,2011,Paper,Technique,8,3D Hierarchical Edge bundles to visualize relations in a software city metaphor,"Caserta, P.","Zendra, O.","Bodenes, D.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2011,VISSOFT,6th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Williamsburg, Virginia, USA","September 29-30, 2011"
249,Deng11a,2011,Paper,Technique,8,Constellation visualization: Augmenting program dependence with dynamic information,Fang Deng,"DiGiuseppe, N.","Jones, J.A.",,,,,,,,,,3,1,1,5,0,0,0,0,0,0,0,2011,VISSOFT,6th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Williamsburg, Virginia, USA","September 29-30, 2011"
250,Beck11a,2011,Paper,Technique,8,Visually exploring multi-dimensional code couplings,"Beck, F.","Petkov, R.","Diehl, S.",,,,,,,,,,3,6,1,8,0,0,0,0,0,0,0,2011,VISSOFT,6th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Williamsburg, Virginia, USA","September 29-30, 2011"
251,Beck11b,2011,Paper,System,8,A visual analysis and design tool for planning software reengineerings,"Beck, M.","Trumper, J. ","Döllner, J.",,,,,,,,,,3,2,1,9,0,0,0,0,0,0,0,2011,VISSOFT,6th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Williamsburg, Virginia, USA","September 29-30, 2011"
252,Broe11a,2011,Paper,Design Study,8,Visual support for porting large code bases,"Broeksema, B.","Telea, A.",,,,,,,,,,,2,1,15,0,0,0,0,0,0,0,0,2011,VISSOFT,6th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Williamsburg, Virginia, USA","September 29-30, 2011"
253,Wirt11a,2011,Paper,System,4,A multi-level approach for visualization and exploration of reactive program behavior,"Wirth, C.","Prahofer, H.","Schatz, R.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2011,VISSOFT,6th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Williamsburg, Virginia, USA","September 29-30, 2011"
254,Lonn11a,2011,Paper,Design Study,4,Visualising concurrent programs with dynamic dependence graphs,"Lonnberg, J.","Ben-Ari, M.","Malmi, L.",,,,,,,,,,3,1,1,3,0,0,0,0,0,0,0,2011,VISSOFT,6th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Williamsburg, Virginia, USA","September 29-30, 2011"
255,Waln11a,2011,Paper,Commentary,8,Follow that sketch: Lifecycles of diagrams and sketches in software development,"Walny, J.","Haber, J.","Dork, M.","Sillito, J.","Carpendale, S.",,,,,,,,5,1,1,1,1,1,0,0,0,0,0,2011,VISSOFT,6th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Williamsburg, Virginia, USA","September 29-30, 2011"
256,Nova11a,2011,Paper,System,4,An interactive differential and temporal approach to visually analyze software evolution,"Novais, R.L.","Lima, C.A.N.","de F Carneiro, G.","Paulo, R.M.S.","Mendonca, M.",,,,,,,,5,1,1,1,1,1,0,0,0,0,0,2011,VISSOFT,6th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Williamsburg, Virginia, USA","September 29-30, 2011"
257,Reni11a,2011,Paper,Design Study,4,"Visual exploration of program structure, dependencies and metrics with SolidSX","Reniers, D.","Voinea, L.","Telea, A.",,,,,,,,,,3,2,9,15,0,0,0,0,0,0,0,2011,VISSOFT,6th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Williamsburg, Virginia, USA","September 29-30, 2011"
258,Male11a,2011,Paper,Design Study,4,MosaiCode: Visualizing large scale software: A tool demonstration ,"Maletic, J.I.","Mosora, D.J.","Newman, C.D.","Collard, M.L.","Sutton, A.","Robinson, B.P.",,,,,,,6,8,1,1,2,1,1,0,0,0,0,2011,VISSOFT,6th IEEE International Workshop onVisualizing Software for Understanding and Analysis,"Williamsburg, Virginia, USA","September 29-30, 2011"
259,Wijk13a,2013,Keynote,N/A,1,Information visualization: Experiences and lessons learned,"van Wijk, J.J.",,,,,,,,,,,,1,4,0,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
260,Shar13a,2013,Paper,Evaluation,10,An empirical study assessing the effect of seeit 3D on comprehension,"Sharif, B.","Jetty, G.","Aponte, J.","Parra, E.",,,,,,,,,4,2,1,2,1,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
261,Wall13a,2013,Paper,System,4,Synchrovis: 3D visualization of monitoring traces in the city metaphor for analyzing concurrency,"Waller, J.","Wulf, C.","Fittkau, F.","Dohring, P.","Hasselbring, W.",,,,,,,,5,2,2,5,1,5,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
262,Reis13a,2013,Tool,Design Study,4,The visualizations of code bubbles,"Reiss, S.P.","Tarvo, A.",,,,,,,,,,,2,8,2,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
263,Else13a,2013,Paper,System,4,VisGi: Visualizing Git branches,"Elsen, S.",,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
264,Sand13a,2013,Paper,Technique,9,Performance evolution blueprint: Understanding the impact of software evolution on performance,"Sandoval, J.P."," Bergel, A.","Ducasse, S.","Denker, M.",,,,,,,,,4,1,1,4,1,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
265,Beno13a,2013,Paper,Design Study,10,Visualizing software dynamicities with heat maps ,"Benomar, O.","Sahraoui, H.","Poulin, P.",,,,,,,,,,3,3,5,2,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
266,Hanj13a,2013,Paper,System,4,ClonEvol: Visualizing software evolution with code clones,"Hanjalic, A.",,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
267,Zhi13a,2013,Paper,Design Study,4,DEVis: A tool for visualizing software document evolution,Junji Zhi,"Ruhe, G.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
268,Ansl13a,2013,Paper,Design Study,10,SourceVis: Collaborative software visualization for co-located environments ,"Anslow, C.","Marshall, S.","Noble, J.","Biddle, R.",,,,,,,,,4,8,6,8,4,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
269,Balo13a,2013,Paper,System,4,CodeMetrpolis — A minecraft based collaboration tool for developers,"Balogh, G.","Beszedes, A.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
